经营者年龄,年龄分组描述,婚姻状态,户籍类型,本地居住年限,经营类型,资产等级,住房所有权,资产持有年限,贷款金额_万元,贷款金额分组描述,贷款期限_月,还款负担等级,其他负债_万元,贷款资产比,征信等级,行内评分,历史贷款笔数,账户活跃度,储蓄账户等级,稳定性评分,违约概率,风险评分,风险等级,重庆三农客户评分,客户等级,柑橘产业细分,是否违约,反洗钱行业分类,企业名称,风险特征描述
36,中年骨干(35-44岁),已婚,本地户籍,3,水果种植,1,自有房产,3,5.14,小型贷款(5-20万),18,4,0.015,0.467272727,4,2,2,4,1,3,0.071895451,7.189545067,低风险,92.81045493,优质客户,传统散户种植,0,教育培训机构,内蒙古昌园艺旅游开发有限公司_0042,企业名称：内蒙古昌园艺旅游开发有限公司_0042；所属行业：教育培训机构；资产规模等级：1.00；贷款金额（万元）：5.14；贷款期限（月）：18.00；还款负担水平：4.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.07；综合风险得分：7.19；历史违约记录：0.00
34,青壮年主力(25-34岁),已婚,本地户籍,3,水果种植,4,自有房产,4,14.125,小型贷款(5-20万),24,4,0.015,0.344512195,4,1,2,2,5,3,0.137195205,13.71952052,中低风险,86.28047948,优质客户,中型专业种植,0,公共事业/市政服务,海南隆种植教育科技有限公司_0043,企业名称：海南隆种植教育科技有限公司_0043；所属行业：公共事业/市政服务；资产规模等级：4.00；贷款金额（万元）：14.12；贷款期限（月）：24.00；还款负担水平：4.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：2.00；系统风险评级：中低风险；预测违约概率：0.14；综合风险得分：13.72；历史违约记录：0.00
61,资深经营者(55-64岁),已婚,本地户籍,4,水果种植,4,其他,3,6.195,小型贷款(5-20万),18,4,0.015,0.151097561,2,2,1,2,5,2,0.239399849,23.93998488,中风险,76.06001512,良好客户,中型专业种植,0,批发零售业,甘肃恒信息环保科技有限公司_0044,企业名称：甘肃恒信息环保科技有限公司_0044；所属行业：批发零售业；资产规模等级：4.00；贷款金额（万元）：6.20；贷款期限（月）：18.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：2.00；系统风险评级：中风险；预测违约概率：0.24；综合风险得分：23.94；历史违约记录：0.00
23,青年创业者(25岁以下),已婚,本地户籍,3,水果种植,3,租赁房产,2,6.08,小型贷款(5-20万),18,4,0.015,0.196129032,2,2,1,1,1,2,0.657843624,65.78436242,高风险,34.21563758,关注客户,传统散户种植,1,贵金属/珠宝首饰经营,宁夏鑫实业基金管理有限公司_0045,企业名称：宁夏鑫实业基金管理有限公司_0045；所属行业：贵金属/珠宝首饰经营；资产规模等级：3.00；贷款金额（万元）：6.08；贷款期限（月）：18.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.66；综合风险得分：65.78；历史违约记录：1.00
25,青壮年主力(25-34岁),已婚,本地户籍,1,水果种植,1,自有房产,4,6.29,小型贷款(5-20万),24,4,0.015,0.571818182,2,2,1,4,1,3,0.170407383,17.04073827,中低风险,82.95926173,优质客户,传统散户种植,0,教育培训机构,河南鑫农业教育科技有限公司_0046,企业名称：河南鑫农业教育科技有限公司_0046；所属行业：教育培训机构；资产规模等级：1.00；贷款金额（万元）：6.29；贷款期限（月）：24.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.17；综合风险得分：17.04；历史违约记录：0.00
30,青壮年主力(25-34岁),已婚,本地户籍,2,水果种植,1,自有房产,3,9.32,小型贷款(5-20万),18,4,0.015,0.847272727,4,2,2,4,2,3,0.076622154,7.662215431,低风险,92.33778457,优质客户,传统散户种植,1,教育培训机构,广西昌种植专业合作社_0047,企业名称：广西昌种植专业合作社_0047；所属行业：教育培训机构；资产规模等级：1.00；贷款金额（万元）：9.32；贷款期限（月）：18.00；还款负担水平：4.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.08；综合风险得分：7.66；历史违约记录：1.00
33,青壮年主力(25-34岁),其他,本地户籍,3,水果种植,1,自有房产,2,7.37,小型贷款(5-20万),24,4,0.015,0.67,2,2,1,4,2,2,0.156815281,15.68152805,中低风险,84.31847195,优质客户,传统散户种植,0,农业种植/养殖,吉林顺农业家庭农场_0048,企业名称：吉林顺农业家庭农场_0048；所属行业：农业种植/养殖；资产规模等级：1.00；贷款金额（万元）：7.37；贷款期限（月）：24.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.16；综合风险得分：15.68；历史违约记录：0.00
26,青壮年主力(25-34岁),已婚,本地户籍,1,水果种植,1,自有房产,4,6.91,小型贷款(5-20万),24,4,0.015,0.628181818,4,2,2,1,2,3,0.339559899,33.95598989,中高风险,66.04401011,良好客户,传统散户种植,0,跨境贸易/进出口公司,陕西通商贸贸易有限公司_0049,企业名称：陕西通商贸贸易有限公司_0049；所属行业：跨境贸易/进出口公司；资产规模等级：1.00；贷款金额（万元）：6.91；贷款期限（月）：24.00；还款负担水平：4.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：1.00；系统风险评级：中高风险；预测违约概率：0.34；综合风险得分：33.96；历史违约记录：0.00
49,成熟经营者(45-54岁),单身,本地户籍,2,蔬菜种植,1,自有房产,3,3.2,微型贷款(5万以下),12,4,0.015,0.290909091,2,2,1,4,1,2,0.104320194,10.43201944,中低风险,89.56798056,优质客户,非柑橘产业,0,文化艺术/广告传媒,甘肃恒种植个体工商户_0050,企业名称：甘肃恒种植个体工商户_0050；所属行业：文化艺术/广告传媒；资产规模等级：1.00；贷款金额（万元）：3.20；贷款期限（月）：12.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中低风险；预测违约概率：0.10；综合风险得分：10.43；历史违约记录：0.00
23,青年创业者(25岁以下),已婚,本地户籍,2,水果种植,1,自有房产,3,19.595,小型贷款(5-20万),36,2,0.015,1.781363636,2,2,1,3,1,3,0.316288833,31.62888329,中风险,68.37111671,良好客户,传统散户种植,0,制造业（含加工）,河南达工程运输有限公司_0051,企业名称：河南达工程运输有限公司_0051；所属行业：制造业（含加工）；资产规模等级：1.00；贷款金额（万元）：19.59；贷款期限（月）：36.00；还款负担水平：2.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：3.00；系统风险评级：中风险；预测违约概率：0.32；综合风险得分：31.63；历史违约记录：0.00
30,青壮年主力(25-34岁),已婚,本地户籍,1,水果种植,1,自有房产,3,6.12,小型贷款(5-20万),9,3,0.015,0.556363636,4,2,2,4,1,3,0.05674092,5.674091992,低风险,94.32590801,优质客户,传统散户种植,0,公共事业/市政服务,湖北顺农产品农业开发有限公司_0052,企业名称：湖北顺农产品农业开发有限公司_0052；所属行业：公共事业/市政服务；资产规模等级：1.00；贷款金额（万元）：6.12；贷款期限（月）：9.00；还款负担水平：3.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.06；综合风险得分：5.67；历史违约记录：0.00
49,成熟经营者(45-54岁),已婚,本地户籍,4,水果种植,1,自有房产,5,11.655,小型贷款(5-20万),12,1,0.015,1.059545455,4,2,1,4,5,3,0.008212359,0.821235882,低风险,99.17876412,优质客户,传统散户种植,0,公共事业/市政服务,宁夏达园艺农业开发有限公司_0053,企业名称：宁夏达园艺农业开发有限公司_0053；所属行业：公共事业/市政服务；资产规模等级：1.00；贷款金额（万元）：11.65；贷款期限（月）：12.00；还款负担水平：1.00；征信评分等级：4.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.01；综合风险得分：0.82；历史违约记录：0.00
41,中年骨干(35-44岁),已婚,本地户籍,4,畜禽养殖,3,自有房产,5,31.565,中型贷款(20-50万),24,3,0.015,1.018225806,2,1,1,4,5,3,0.058575472,5.857547194,低风险,94.14245281,优质客户,非柑橘产业,0,公共事业/市政服务,云南昌农产品个体工商户_0054,企业名称：云南昌农产品个体工商户_0054；所属行业：公共事业/市政服务；资产规模等级：3.00；贷款金额（万元）：31.57；贷款期限（月）：24.00；还款负担水平：3.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.06；综合风险得分：5.86；历史违约记录：0.00
58,资深经营者(55-64岁),已婚,本地户籍,3,蔬菜种植,1,自有房产,4,1.925,微型贷款(5万以下),12,4,0.015,0.175,4,2,4,1,1,3,0.305258911,30.52589109,中风险,69.47410891,良好客户,非柑橘产业,0,建筑施工/工程承包,四川盛服务环保科技有限公司_0055,企业名称：四川盛服务环保科技有限公司_0055；所属行业：建筑施工/工程承包；资产规模等级：1.00；贷款金额（万元）：1.93；贷款期限（月）：12.00；还款负担水平：4.00；征信评分等级：4.00；历史贷款次数：4.00；账户交易活跃度：1.00；系统风险评级：中风险；预测违约概率：0.31；综合风险得分：30.53；历史违约记录：0.00
63,资深经营者(55-64岁),已婚,本地户籍,4,蔬菜种植,1,自有房产,5,8.275,小型贷款(5-20万),12,2,0.015,0.752272727,4,2,2,4,1,3,0.041709224,4.17092242,低风险,95.82907758,优质客户,非柑橘产业,0,文化艺术/广告传媒,山东兴种植农业开发有限公司_0056,企业名称：山东兴种植农业开发有限公司_0056；所属行业：文化艺术/广告传媒；资产规模等级：1.00；贷款金额（万元）：8.28；贷款期限（月）：12.00；还款负担水平：2.00；征信评分等级：4.00；历史贷款次数：2.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.04；综合风险得分：4.17；历史违约记录：0.00
27,青壮年主力(25-34岁),其他,外地户籍,2,水果种植,1,自有房产,2,5.265,小型贷款(5-20万),15,4,0.015,0.478636364,2,2,1,1,1,1,0.537709055,53.77090554,高风险,46.22909446,一般客户,传统散户种植,0,网络赌博相关业务,上海盛商贸科技发展有限公司_0057,企业名称：上海盛商贸科技发展有限公司_0057；所属行业：网络赌博相关业务；资产规模等级：1.00；贷款金额（万元）：5.26；贷款期限（月）：15.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：1.00；系统风险评级：高风险；预测违约概率：0.54；综合风险得分：53.77；历史违约记录：0.00
41,中年骨干(35-44岁),已婚,本地户籍,3,水果种植,2,自有房产,5,15.8,小型贷款(5-20万),21,4,0.015,0.752380952,2,2,1,4,5,3,0.060210701,6.02107011,低风险,93.97892989,优质客户,传统散户种植,0,医疗卫生服务,湖南隆生态农业开发有限公司_0058,企业名称：湖南隆生态农业开发有限公司_0058；所属行业：医疗卫生服务；资产规模等级：2.00；贷款金额（万元）：15.80；贷款期限（月）：21.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.06；综合风险得分：6.02；历史违约记录：0.00
36,中年骨干(35-44岁),已婚,本地户籍,4,水果种植,1,自有房产,3,15.395,小型贷款(5-20万),36,4,0.015,1.399545455,2,2,1,4,5,3,0.079901956,7.990195639,低风险,92.00980436,优质客户,传统散户种植,0,农业种植/养殖,北京兴园艺个体工商户_0059,企业名称：北京兴园艺个体工商户_0059；所属行业：农业种植/养殖；资产规模等级：1.00；贷款金额（万元）：15.39；贷款期限（月）：36.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.08；综合风险得分：7.99；历史违约记录：0.00
44,中年骨干(35-44岁),已婚,本地户籍,4,水果种植,1,自有房产,3,5.815,小型贷款(5-20万),12,4,0.015,0.528636364,4,2,1,4,3,3,0.031807905,3.18079055,低风险,96.81920945,优质客户,传统散户种植,0,公共事业/市政服务,天津隆农业专业合作社_0060,企业名称：天津隆农业专业合作社_0060；所属行业：公共事业/市政服务；资产规模等级：1.00；贷款金额（万元）：5.82；贷款期限（月）：12.00；还款负担水平：4.00；征信评分等级：4.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.03；综合风险得分：3.18；历史违约记录：0.00
29,青壮年主力(25-34岁),已婚,本地户籍,1,畜禽养殖,4,自有房产,2,13.395,小型贷款(5-20万),24,4,0.015,0.326707317,2,2,1,4,1,3,0.224124588,22.41245883,中风险,77.58754117,良好客户,非柑橘产业,0,制造业（含加工）,内蒙古盛制造环保科技有限公司_0061,企业名称：内蒙古盛制造环保科技有限公司_0061；所属行业：制造业（含加工）；资产规模等级：4.00；贷款金额（万元）：13.39；贷款期限（月）：24.00；还款负担水平：4.00；征信评分等级：2.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：中风险；预测违约概率：0.22；综合风险得分：22.41；历史违约记录：0.00
47,成熟经营者(45-54岁),已婚,本地户籍,1,水果种植,1,自有房产,5,17.89,小型贷款(5-20万),48,4,0.015,1.626363636,4,2,1,4,5,3,0.046554119,4.65541192,低风险,95.34458808,优质客户,传统散户种植,0,公共事业/市政服务,吉林昌园艺餐饮管理有限公司_0062,企业名称：吉林昌园艺餐饮管理有限公司_0062；所属行业：公共事业/市政服务；资产规模等级：1.00；贷款金额（万元）：17.89；贷款期限（月）：48.00；还款负担水平：4.00；征信评分等级：4.00；历史贷款次数：1.00；账户交易活跃度：4.00；系统风险评级：低风险；预测违约概率：0.05；综合风险得分：4.66；历史违约记录：0.00
